"ID Bài viết","Tiêu đề","Chuyên mục","Trạng thái","Số ảnh thiếu","Chi tiết tên ảnh thiếu","Đường dẫn cũ"
"20660","THANH HOÁ: Tập huấn công tác thi hành án hình sự tại cộng đồng và công tác tái hoà nhập cộng đồng năm 2025","Bản tin","published","2","ảnh 2638970903866647880(1).jpg; ảnh 1638970904298719739.jpg","/thanh-hoa-tap-huan-cong-tac-thi-hanh-an-hinh-su-tai-cong-dong-va-cong-tac-tai-hoa-nhap-cong-dong-nam-2025.html"
"20661","LÀO CAI: Công an tỉnh Lào Cai nâng cao hiệu quả công tác tái hòa nhập cộng đồng, góp phần giữ vững an ninh, trật tự","Bản tin","published","5","gen-h-H1-625031(1).jpg; gen-h-H2-048241(1).jpg; gen-h-H3-677582(1).jpg; gen-o-H4(1).jpg; gen-h-H5-757432(2).jpg","/lao-cai-cong-an-tinh-lao-cai-nang-cao-hieu-qua-cong-tac-tai-hoa-nhap-cong-dong-gop-phan-giu-vung-an-ninh-trat-tu.html"
"20662","BẮC NINH: Hội nghị tuyên truyền, phổ biến pháp luật thi hành án hình sự và tái hoà nhập cộng đồng","Bản tin","published","6","rgdfgf (1).jpg; z7117485033271_ff8db598fa5c67e1bba0fc9adceb75c5.jpg; z7117485040513_9dd33a4309d4174e66571f24f789f25f.jpg; z7117485038968_12b28b7eb83b639b9cbc0dfe47c49aad.jpg; z7117485034772_9230085de3060916344cb8d4f245cc18.jpg; z7117459284247_1cc4b4daee02c7b412055b107582261a.jpg","/bac-ninh-hoi-nghi-tuyen-truyen-pho-bien-phap-luat-thi-hanh-an-hinh-su-va-tai-hoa-nhap-cong-dong.html"
"20663","THANH HÓA: Công an tỉnh Thanh Hóa tổ chức Hội nghị tập huấn nghiệp vụ công tác thi hành án dân sự và tái hòa nhập cộng đồng năm 2025","Bản tin","published","9","AKL123.jpg; z7150744235345_3a8cbd473e52bf38c23d8962230a8f5c638970215460455445.jpg; z7150744066909_b88c98c7b5818141f2c08709a98a06e1638970215747626186(1).jpg; z7150744293799_fa947052153348ebdafd8b05ba68e8e2638970216083203809.jpg; z7150744012497_55e96e3c357e8004a89d94974480ef7d638970216381742979.jpg; z7150743885294_696b4703a6251b2d8281b383dc6a3bec638970216691287988.jpg; z7150744177306_81126f7f56270015331f5e9c76321bd7638970216990521297(1).jpg; z7150744539662_d0d4d770dc815f1a5e6db52ce1d8a614638970217274536064.jpg; z7150744419351_5a097a95d3749943adc052a18bfdafde638970217489083810.jpg","/thanh-hoa-cong-an-tinh-thanh-hoa-to-chuc-hoi-nghi-tap-huan-nghiep-vu-cong-tac-thi-hanh-an-dan-su-va-tai-hoa-nhap-cong-dong-nam-2025.html"
"20664","HÀ TĨNH: Phường Bắc Hồng Lĩnh ra mắt mô hình “Kiểu mẫu về công tác thi hành án hình sự tại cộng đồng và tái hòa nhập cộng đồng”","Bản tin","published","6","A1234.jpeg; 68c4dcb2f32bf.jpeg; 68c4dcd33dbba.jpeg; 68c4dce0313e7.jpeg; 68c4dd97d94d7.jpeg; 68c4dd67c955e.jpeg","/ha-tinh-phuong-bac-hong-linh-ra-mat-mo-hinh-kieu-mau-ve-cong-tac-thi-hanh-an-hinh-su-tai-cong-dong-va-tai-hoa-nhap-cong-dong.html"
"20665","QUẢNG TRỊ: Ra mắt mô hình “ Giáo dục, giúp đỡ người tái hòa nhập cộng đồng”, trên địa bàn phường Đông Hà","Bản tin","published","9","IMG_9956.jpg; IMG_9963-e1761835833290.jpg; IMG_9959-e1761835929759.jpg; IMG_9967-e1761835880732.jpg; IMG_9971-e1761836203909.jpg; IMG_9982-e1761836089683.jpg; IMG_9999-e1761835699153.jpg; IMG_0018 (1).jpg; IMG_0011.jpg","/quang-tri-ra-mat-mo-hinh-giao-duc-giup-do-nguoi-tai-hoa-nhap-cong-dong-tren-dia-ban-phuong-dong-ha.html"
"20666","HUẾ: Chương trình tín dụng dành cho người chấp hành xong án phạt tù: “Điểm tựa” cho người lầm lỡ tái hòa nhập cộng đồng","Bản tin","published","1","z7086242184619_da555a33243a073060ba477a7124c2eb.jpg","/hue-chuong-trinh-tin-dung-danh-cho-nguoi-chap-hanh-xong-an-phat-tu-diem-tua-cho-nguoi-lam-lo-tai-hoa-nhap-cong-dong.html"
"20667","ĐÀ NẴNG: Nỗ lực triển khai công tác tái hòa nhập cộng đồng trên địa bàn xã Trà Liên","Bản tin","published","2","AGHL1.jpg; Quang canh Hoi nghi (1).jpg","/da-nang-no-luc-trien-khai-cong-tac-tai-hoa-nhap-cong-dong-tren-dia-ban-xa-tra-lien.html"
"20668","ĐÀ NẴNG: Đà Nẵng có nhiều mô hình tái hòa nhập cộng đồng hoạt động hiệu quả","Bản tin","published","1","4c.jpg","/da-nang-da-nang-co-nhieu-mo-hinh-tai-hoa-nhap-cong-dong-hoat-dong-hieu-qua.html"
"20669","CÀ MAU: Kết quả bước đầu thực hiện tái hòa nhập cộng đồng cho người được đặc xá năm 2025 (đợt 2) về cư trú trên địa bàn tỉnh Cà Mau","Bản tin","published","1","A112(1).jpg","/ca-mau-ket-qua-buoc-dau-thuc-hien-tai-hoa-nhap-cong-dong-cho-nguoi-duoc-dac-xa-nam-2025-dot-2-ve-cu-tru-tren-dia-ban-tinh-ca-mau.html"
"20670","ĐỒNG NAI: Công an tỉnh Đồng Nai tổ chức Hội nghị trực tuyến Sơ kết công tác Quý III/2025 trong lĩnh vực tạm giữ, tạm giam, thi hành án hình sự và hỗ trợ tư pháp","Bản tin","published","4","123AAA.jpeg; 123AAB.jpeg; 123AAC.jpeg; 123AAD.jpeg","/dong-nai-cong-an-tinh-dong-nai-to-chuc-hoi-nghi-truc-tuyen-so-ket-cong-tac-quy-iii-2025-trong-linh-vuc-tam-giu-tam-giam-thi-hanh-an-hinh-su-va-ho-tro-tu-phap.html"
"20672","ĐỒNG THÁP: Xã Long Bình: Giúp người hoàn lương tái hòa nhập cộng đồng","Bản tin","published","3","2AAC.jpg; 2AAD.jpg; 2AAV.jpg","/dong-thap-xa-long-binh-giup-nguoi-hoan-luong-tai-hoa-nhap-cong-dong.html"
"20673","GIA LAI: Công an xã Vạn Đức làm tốt công tác tái hòa nhập cộng đồng.","Bản tin","published","2","1_140.jpg; 2_122.jpg","/gia-lai-cong-an-xa-van-duc-lam-tot-cong-tac-tai-hoa-nhap-cong-dong.html"
"20674","GIA LAI: Quan tâm, giúp đỡ người lầm lỡ tái hòa nhập cộng đồng để “không ai bị bỏ lại phía sau”.","Bản tin","published","3","3_86.jpg; 1_141.jpg; 2_123.jpg","/gia-lai-quan-tam-giup-do-nguoi-lam-lo-tai-hoa-nhap-cong-dong-de-khong-ai-bi-bo-lai-phia-sau.html"
"20675","KHÁNH HÒA: Cơ quan thi hành án hình sự Công an tỉnh Khánh Hòa tổ chức tuyên truyền tái hòa nhập cộng đồng cho người chấp hành xong án án phạt tù, người được đặc xá năm 2025 tại phường Nam Nha Trang","Bản tin","published","2","12Q.jpg; http_18102.jpg","/khanh-hoa-co-quan-thi-hanh-an-hinh-su-cong-an-tinh-khanh-hoa-to-chuc-tuyen-truyen-tai-hoa-nhap-cong-dong-cho-nguoi-chap-hanh-xong-an-an-phat-tu-nguoi-duoc-dac-xa-nam-2025-tai-phuong-nam-nha-trang.html"
"20676","LÂM ĐỒNG: Công an phường Đông Gia Nghĩa đẩy mạnh tuyên truyền, giáo dục pháp luật, hỗ trợ tái hòa nhập cộng đồng","Bản tin","published","3","15(2).jpg; 16(1).jpg; 17(2).jpg","/lam-dong-cong-an-phuong-dong-gia-nghia-day-manh-tuyen-truyen-giao-duc-phap-luat-ho-tro-tai-hoa-nhap-cong-dong.html"
"20677","LÂM ĐỒNG: Xã Hiệp Thạnh tổ chức hội nghị tuyên truyền, phổ biến, giáo dục pháp luật về thi hành án hình sự và tái hòa nhập cộng đồng","Bản tin","published","3","10(2).jpg; 11 (1).jpg; 12(3).jpg","/lam-dong-xa-hiep-thanh-to-chuc-hoi-nghi-tuyen-truyen-pho-bien-giao-duc-phap-luat-ve-thi-hanh-an-hinh-su-va-tai-hoa-nhap-cong-dong.html"
"20678","LÂM ĐỒNG: Công an xã Quảng Khê hỗ trợ người chấp hành xong án phạt tù vay vốn ưu đãi tái hòa nhập cộng đồng","Bản tin","published","2","43.jpg; 44.jpg","/lam-dong-cong-an-xa-quang-khe-ho-tro-nguoi-chap-hanh-xong-an-phat-tu-vay-von-uu-dai-tai-hoa-nhap-cong-dong.html"
"20679","PHÚ THỌ: Ra mắt mô hình “Nâng cao hiệu quả quản lý, giáo dục, giúp đỡ người lầm lỗi tái hòa nhập cộng đồng” tại xã Đào Xá (15/10/2025)","Bản tin","published","2","2daoxa161025.jpg; 3daoxa161025.jpg","/phu-tho-ra-mat-mo-hinh-nang-cao-hieu-qua-quan-ly-giao-duc-giup-do-nguoi-lam-loi-tai-hoa-nhap-cong-dong-tai-xa-dao-xa-15-10-2025.html"
"20680","PHÚ THỌ: Phòng Cảnh sát Thi hành án hình sự và Hỗ trợ tư pháp Tổng kiểm tra công tác thi hành án hình sự tại cộng đồng và tái hòa nhập cộng đồng đối với Công an cấp xã năm 2025 (04/10/2025)","Bản tin","published","2","anh3-pc10.jpg; anh5-pc10.jpg","/phu-tho-phong-canh-sat-thi-hanh-an-hinh-su-va-ho-tro-tu-phap-tong-kiem-tra-cong-tac-thi-hanh-an-hinh-su-tai-cong-dong-va-tai-hoa-nhap-cong-dong-doi-voi-cong-an-cap-xa-nam-2025-04-10-2025.html"
"20681","PHÚ THỌ: Công an xã Vĩnh Phú giúp người lầm lỡ tái hòa nhập cộng đồng (07/10/2025)","Bản tin","published","5","IMG_6575.jpeg; IMG_6585.jpeg; IMG_6587.jpeg; IMG_6592.jpeg; IMG_6598.jpeg","/phu-tho-cong-an-xa-vinh-phu-giup-nguoi-lam-lo-tai-hoa-nhap-cong-dong-07-10-2025.html"
"20682","QUẢNG NINH: Tăng cường giáo dục pháp luật cho người tái hoà nhập cộng đồng trên địa bàn phường Mông Dương","Bản tin","published","1","quang-canh-hoi-nghi-tuyen-truyen.jpg","/quang-ninh-tang-cuong-giao-duc-phap-luat-cho-nguoi-tai-hoa-nhap-cong-dong-tren-dia-ban-phuong-mong-duong.html"
"20683","VĨNH LONG: CÔNG AN PHƯỜNG AN HỘI TỔ CHỨC GẶP MẶT, HƯỚNG NGHIỆP, TÍN DỤNG CHO NGƯỜI TÁI HÒA NHẬP CỘNG ĐỒNG","Bản tin","published","1","1QWW.jpeg","/vinh-long-cong-an-phuong-an-hoi-to-chuc-gap-mat-huong-nghiep-tin-dung-cho-nguoi-tai-hoa-nhap-cong-dong.html"
"20684","Cho vay đối với người chấp hành xong án phạt tù: Chương trình tín dụng nhân văn","Bản tin","published","6","2 Năm Trao Vốn Tin Cho Người Trở Về_00_18_52_08_Still026(1).jpg; 197A6878_MOV_11_52_30_12_Still001.jpg; anh 05 9 5(1).jpg; 04.png; screenshot_1758296452(1).jpeg; IMG_6598.jpeg","/cho-vay-doi-voi-nguoi-chap-hanh-xong-an-phat-tu-chuong-trinh-tin-dung-nhan-van.html"
"20685","THANH HÓA: “Điểm tựa” cho người lầm lỡ tái hòa nhập cộng đồng","Bản tin","published","1","2AAC.jpeg","/thanh-hoa-diem-tua-cho-nguoi-lam-lo-tai-hoa-nhap-cong-dong.html"
"20686","QUẢNG BÌNH: Mở lối cho người hoàn lương","Bản tin","published","2","ABC12.jpeg; ABC111.jpeg","/quang-binh-mo-loi-cho-nguoi-hoan-luong.html"
"20687","BÌNH ĐỊNH: Triển khai chương trình cho vay người chấp hành xong án phạt tù theo Quyết định số 22/2023/QĐ-TTg ngày 17/8/2023 của Thủ tướng Chính phủ về tín dụng đối với người chấp hành xong án phạt tù","Bản tin","published","1","ubnd30102023005(1).jpg","/binh-dinh-trien-khai-chuong-trinh-cho-vay-nguoi-chap-hanh-xong-an-phat-tu-theo-quyet-dinh-so-22-2023-qd-ttg-ngay-17-8-2023-cua-thu-tuong-chinh-phu-ve-tin-dung-doi-voi-nguoi-chap-hanh-xong-an-phat-tu.html"
"20688","ĐỒNG NAI: TĂNG CƯỜNG PHỐI HỢP TRIỂN KHAI TÍN DỤNG CHÍNH SÁCH THEO QĐ22/2023/QĐ-TTG QUYẾT ĐỊNH VỀ TÍN DỤNG ĐỐI VỚI NGƯỜI CHẤP HÀNH XONG ÁN PHẠT TÙ.","Bản tin","published","1","1_1.jpg","/dong-nai-tang-cuong-phoi-hop-trien-khai-tin-dung-chinh-sach-theo-qd22-2023-qd-ttg-quyet-dinh-ve-tin-dung-doi-voi-nguoi-chap-hanh-xong-an-phat-tu.html"
"20689","GIA LAI: Tiếp tục cho vay tín dụng chính sách đối với người chấp hành xong án phạt tù","Bản tin","published","1","AHJ1.jpeg","/gia-lai-tiep-tuc-cho-vay-tin-dung-chinh-sach-doi-voi-nguoi-chap-hanh-xong-an-phat-tu.html"
"20690","ĐẮK LẮK: Hỗ trợ kinh tế - Đồng hành cùng người chấp hành xong án phạt tù tái hòa nhập cộng đồng","Bản tin","published","1","61.jpeg","/gia-lai-ho-tro-kinh-te-dong-hanh-cung-nguoi-chap-hanh-xong-an-phat-tu-tai-hoa-nhap-cong-dong.html"
"20691","PHÚ THỌ: Ký quy chế phối hợp thực hiện tín dụng đối với người chấp hành xong án phạt tù","Bản tin","published","3","img_4362.jpg; img_4384.jpg; img_4414.jpg","/phu-tho-ky-quy-che-phoi-hop-thuc-hien-tin-dung-doi-voi-nguoi-chap-hanh-xong-an-phat-tu.html"
"20692","QUẢNG NINH: Cho vay vốn đối với người chấp hành xong án phạt tù","Bản tin","published","2","010.jpeg; 50041.jpeg","/quang-ninh-cho-vay-von-doi-voi-nguoi-chap-hanh-xong-an-phat-tu.html"
"20693","THÁI NGUYÊN: Tín dụng chính sách: Nhịp cầu cho những hành trình mới","Bản tin","published","2","ngan-hang-1_20251024084545.jpg; 37.jpeg","/thai-nguyen-tin-dung-chinh-sach-nhip-cau-cho-nhung-hanh-trinh-moi.html"
"20694","CAO BẰNG: 191 khách hàng được vay vốn ưu đãi dành cho người chấp hành xong án phạt tù","Bản tin","published","2","anh-8-2.jpg; untitled.jpg","/cao-bang-191-khach-hang-duoc-vay-von-uu-dai-danh-cho-nguoi-chap-hanh-xong-an-phat-tu.html"
"20695","CẦN THƠ: Ký kết chương trình phối hợp thực hiện tín dụng đối với người chấp hành xong án phạt tù","Bản tin","published","1","06969.jpeg","/can-tho-ky-ket-chuong-trinh-phoi-hop-thuc-hien-tin-dung-doi-voi-nguoi-chap-hanh-xong-an-phat-tu.html"
"20696","HUẾ: Hỗ trợ người chấp hành xong án phạt tù vay vốn phát triển kinh tế","Bản tin","published","1","ho-tro.jpg","/hue-ho-tro-nguoi-chap-hanh-xong-an-phat-tu-vay-von-phat-trien-kinh-te.html"
"20697","PHÚ THỌ: Xã Thọ Phú ra mắt mô hình “Chung tay, đồng hành, giúp đỡ người chấp hành xong hình phạt tù tái hòa nhập cộng đồng”; Tuyên truyền, cảm hoá, giáo dục pháp luật và hỗ trợ tái hoà nhập cộng đồng cho người chấp hành xong án phạt tù trên địa bàn xã năm 2025","Bản tin","published","9","z7176172916168_fd9a05c0f24aed852e2883a3302154d6638975442577201328.jpg; z7176172909891_9c796b50984711d5ab6923e341a9c6b4638975442797542094.jpg; z7176172925105_6f97b9f30ff855884d674f3ee35030c6638975443385314373.jpg; z7176172918904_e90a17250d0df27391b21035c24cadfd638975443531715862.jpg; z7176172909313_40246a20b7235fef442738a5da8c3380638975443926328179.jpg; z7176172926378_ddf3d4ad16ae6d911aafcf95fc506383638975444445437229.jpg; z7176172926606_0c33b887f81a1a6b9f8a80c26bc38261638975445001577209.jpg; z7176172940872_e9972d910e014b15ae5923f62150cd17638975445289844572.jpg; z7176172918343_6ca9e09e52ad25aaad21124d4cd521bc638975445691436171.jpg","/phu-tho-xa-tho-phu-ra-mat-mo-hinh-chung-tay-dong-hanh-giup-do-nguoi-chap-hanh-xong-hinh-phat-tu-tai-hoa-nhap-cong-dong-tuyen-truyen-cam-hoa-giao-duc-phap-luat-va-ho-tro-tai-hoa-nhap-cong-dong-cho-nguoi-chap-hanh-xong-an-phat-tu-tren-dia-ban-xa-nam-2025.html"
"20698","SƠN LA: Bước qua lỗi lầm","Bản tin","published","1","Anh_2_1_1-1762225359915.jpg","/son-la-buoc-qua-loi-lam.html"
"20699","QUẢNG NINH: Công an phường Bình Khê thăm hỏi, động viên người chấp hành xong án tái hòa nhập cộng đồng","Bản tin","published","1","picture1_22.jpg","/quang-ninh-cong-an-phuong-binh-khe-tham-hoi-dong-vien-nguoi-chap-hanh-xong-an-tai-hoa-nhap-cong-dong.html"
"20700","HUẾ: TRAO NIỀM TIN - TẠO DỰNG CUỘC SỐNG CHO NGƯỜI CHẤP HÀNH XONG ÁN PHẠT TÙ Ở PHÒNG GIAO DỊCH NGÂN HÀNG CHÍNH SÁCH XÃ HỘI (NHCSXH) HƯƠNG THỦY.","Bản tin","published","1","20.jpeg","/hue-trao-niem-tin-tao-dung-cuoc-song-cho-nguoi-chap-hanh-xong-an-phat-tu-o-phong-giao-dich-ngan-hang-chinh-sach-xa-hoi-nhcsxh-huong-thuy.html"
"20701","LAI CHÂU: Hỗ trợ người chấp hành xong án phạt tù sớm ổn định cuộc sống","Bản tin","published","3","lai-chau3-031025.jpg; lai-chau2-031025.jpg; lai-chau-031025.jpg","/lai-chau-ho-tro-nguoi-chap-hanh-xong-an-phat-tu-som-on-dinh-cuoc-song.html"
"20702","LAI CHÂU: Pu Sam Cáp: Hơn 50 người chấp hành xong án phạt tù được tuyên truyền, phổ biến pháp luật","Bản tin","published","1","image-20250923145241-1.jpeg","/lai-chau-pu-sam-cap-hon-50-nguoi-chap-hanh-xong-an-phat-tu-duoc-tuyen-truyen-pho-bien-phap-luat.html"
"20703","THANH HÓA : 'Điểm tựa' giúp người chấp hành xong án phạt tù sớm hòa nhập cộng đồng","Bản tin","published","3","53.jpeg; an1-24925.jpg; an2-24925.jpg","/thanh-hoa-diem-tua-giup-nguoi-chap-hanh-xong-an-phat-tu-som-hoa-nhap-cong-dong.html"
"20704","HÀ NỘI: Thông tin chỉ đạo, điều hành của UBND Thành phố, Chủ tịch UBND thành phố Hà Nội (ngày 03/11/2025)","Tấm gương tiêu biểu","published","1","1762496751(1).jpeg","/ha-noi-thong-tin-chi-dao-dieu-hanh-cua-ubnd-thanh-pho-chu-tich-ubnd-thanh-pho-ha-noi-ngay-03-11-2025.html"
"20705","HÀ NỘI: Tạo sinh kế cho người lầm lỗi","Bản tin","published","1","B_3F_d_3F_2-1762389418175.jpg","/ha-noi-tao-sinh-ke-cho-nguoi-lam-loi.html"
"20706","THANH HÓA: UBND phường Đào Duy Từ tổ chức Hội nghị tuyên truyền pháp luật, cảm hoá, giáo dục, tư vấn việc làm cho người chấp hành xong án phạt tù và người chấp hành án hình sự tại cộng đồng","Bản tin","published","7","z7090709079719_36fb37e4710194c11ba0f57e90d32244638955057553794511.jpg; z7090747674617_43b0be01cac036922c508d8e1978dca4638955058270178742.jpg; z7090698828279_c4773ea196c3bea29d37cabcd5ddeb8a638955058960180169.jpg; z7090718375454_67004d261a619315110d82cda3b105f7638955059155024458.jpg; z7090713316892_d6ff2a72aaa6ce23dad6e5b06a54d767638955059373462469.jpg; z7090723269978_e0c5aa3104d673e0e5f9e6f9d4974215638955059574591530.jpg; z7090958422329_475b514f37f048d4ff9de5b214f6b1cf638955060478234132.jpg","/thanh-hoa-ubnd-phuong-dao-duy-tu-to-chuc-hoi-nghi-tuyen-truyen-phap-luat-cam-hoa-giao-duc-tu-van-viec-lam-cho-nguoi-chap-hanh-xong-an-phat-tu-va-nguoi-chap-hanh-an-hinh-su-tai-cong-dong.html"
"20707","VĨNH LONG: Chính sách giảm nghèo: Mở đường cho cuộc sống bình yên sau lầm lỡ","Bản tin","published","3","1753-gn-1-211703_298.jpg; khi-nguoi-hoan-luong-thoat-ngheo-ben-vung-212959_619.jpg; 5455-khi-nguoi-hoan-luong-thoat-ngheo-ben-vung-215420_364.jpg","/vinh-long-chinh-sach-giam-ngheo-mo-duong-cho-cuoc-song-binh-yen-sau-lam-lo.html"
"20708","CÀ MAU: Người chấp hành xong án phạt tù tiếp cận, sử dụng nguồn vốn vay theo Quyết định 22/2023/QĐ-TTg của Thủ tướng Chính phủ","Bản tin","published","1","f.png","/ca-mau-nguoi-chap-hanh-xong-an-phat-tu-tiep-can-su-dung-nguon-von-vay-theo-quyet-dinh-22-2023-qd-ttg-cua-thu-tuong-chinh-phu.html"
"20709","THANH HÓA: Cho vay vốn, tạo sinh kế cho người chấp hành xong án phát tù hoàn lương","Bản tin","published","2","hotroth.jpg; vayvon(1).jpg","/thanh-hoa-cho-vay-von-tao-sinh-ke-cho-nguoi-chap-hanh-xong-an-phat-tu-hoan-luong.html"
"20710","Phú Thọ: CÔNG AN XÃ – LỰC LƯỢNG NÒNG CỐT XÂY DỰNG MÔ HÌNH TÁI HÒA NHẬP CỘNG ĐỒNG TRÊN ĐỊA BÀN TỈNH","Bản tin","published","2","Untitled-1(1).jpg; Untid-1.jpg","/phu-tho-cong-an-xa-luc-luong-nong-cot-xay-dung-mo-hinh-tai-hoa-nhap-cong-dong-tren-dia-ban-tinh.html"
"20711","ĐỒNG THÁP: TẬP HUẤN CHO LỰC LƯỢNG THAM GIA BẢO VỆ AN NINH TRẬT TƯ Ở CƠ SỞ","Bản tin","published","5","z7199258950023_ae6b7ca0aa0bf49ddae951709764ea68.jpg; z7199258967418_e06a122f58ca4f4514ca08f58eaa26eb.jpg; z7199258961725_fa13c96ff5985b44d536d8fd3dcf9e39.jpg; z7199258983618_32b375584e178ebc71cda9c599873f9a.jpg; z7199260324482_9b4af9499a6e0793269e85897da25e7a.jpg","/dong-thap-tap-huan-cho-luc-luong-tham-gia-bao-ve-an-ninh-trat-tu-o-co-so.html"
"20712"," Thành phố Huế: Lãnh đạo Công an thành phố thăm, chúc mừng kỷ niệm 75 năm Ngày truyền thống lực lượng Cảnh sát thi hành án hình sự và hỗ trợ tư pháp (07/11/1950 – 07/11/2025)","Bản tin","published","4","z7202631464651_0ac6b46eaa726fd5ae750ff92270aae8.jpg; z7202631262139_7dd6dcc3bbdc766c134a22ed49339d63.jpg; z7202631993695_102d0aacc90fdd979978192bf0a219d4.jpg; z7202632336941_8bf016330860c526786f05b6d8108f6e.jpg","/thanh-pho-hue-lanh-dao-cong-an-thanh-pho-tham-chuc-mung-ky-niem-75-nam-ngay-truyen-thong-luc-luong-canh-sat-thi-hanh-an-hinh-su-va-ho-tro-tu-phap-07-11-1950-07-11-2025.html"
"20713","HƯNG YÊN: Công an tỉnh Hưng Yên tổ chức kiểm tra công tác thi hành án hình sự tại cộng đồng và tái hòa nhập cộng đồng trên địa bàn toàn tỉnh.","Bản tin","published","1","a1(1).jpg","/hung-yen-cong-an-tinh-hung-yen-to-chuc-kiem-tra-cong-tac-thi-hanh-an-hinh-su-tai-cong-dong-va-tai-hoa-nhap-cong-dong-tren-dia-ban-toan-tinh.html"
"20714","BẮC NINH: Phòng Cảnh sát thi hành án hình sự và hỗ trợ tư pháp Công an tỉnh Bắc Ninh tổ chức chuỗi hội nghị tuyên truyền, phổ biến pháp luật về thi hành án hình sự tại cộng đồng và tái hòa nhập cộng đồng","Bản tin","published","5","1.png; 2.png; 3.png; 4.png; z7140477570919_3d4e2e161924ad08c289f16e073fabbb.jpg","/bac-ninh-phong-canh-sat-thi-hanh-an-hinh-su-va-ho-tro-tu-phap-cong-an-tinh-bac-ninh-to-chuc-chuoi-hoi-nghi-tuyen-truyen-pho-bien-phap-luat-ve-thi-hanh-an-hinh-su-tai-cong-dong-va-tai-hoa-nhap-cong-dong.html"
"20715","BẮC NINH: Hội nghị tuyên truyền, phổ biến pháp luật về thi hành án hình sự tại cộng đồng và tái hòa nhập cộng đồng.","Bản tin","published","5","4794e39b-44ad-4bca-937e-9a4b27a60f6d.jpg; 65b5d462-d10e-47c7-a552-4b409f766aa6.jpg; a465828d-34d1-4eaa-8f0f-4037de3c2ec7.jpg; 4f187d12-e80b-4d61-a5b0-5dace935315e.jpg; b9f572a7-e9f3-4222-bbdb-32a61bfc7fc1.jpg","/bac-ninh-hoi-nghi-tuyen-truyen-pho-bien-phap-luat-ve-thi-hanh-an-hinh-su-tai-cong-dong-va-tai-hoa-nhap-cong-dong.html"
"20716","CÀ MAU: Nâng cao chất lượng công tác thi hành án hình sự và hòa nhập cộng đồng","Bản tin","published","2","91.jpeg; H2(19) (1).png","/ca-mau-nang-cao-chat-luong-cong-tac-thi-hanh-an-hinh-su-va-hoa-nhap-cong-dong.html"
"20717","VĨNH LONG: Tạo điều kiện người được đặc xá, người chấp hành xong án phạt tù tái hòa nhập cộng đồng","Bản tin","published","2","photo-library-20251107144902-5c4f8c53-d418-4e62-821f-bd66c37f5ae7-z7182278345805-499e5319e20f3755d60837bf3bef8a8e-1.jpg; photo-library-20251107144902-805ebd61-a8e4-4860-9ca7-fd0e6af46cc5-z7182278321314-e5a6d490ea27244feb03f748f86f75f3-1.jpg","/vinh-long-tao-dieu-kien-nguoi-duoc-dac-xa-nguoi-chap-hanh-xong-an-phat-tu-tai-hoa-nhap-cong-dong.html"
"20718","BẮC NINH: Hơn 300 đại biểu, khách mời tham gia Hội nghị Tuyên truyền, phổ biến pháp luật về thi hành án hình sự tại cộng đồng và tái hòa nhập cộng đồng năm 2025","Bản tin","published","6","gen-h-tái hòa nhập cộng đồng 7.jpg; gen-h-tái hòa nhập cộng đồng 5.jpg; gen-h-tái hòa nhập cộng đồng 8.jpg; gen-h-tái hòa nhập cộng đồng 3.jpg; gen-h-tái hòa nhập cộng đồng 1.jpg; gen-h-tái hòa nhập cộng đồng 11.jpg","/bac-ninh-hon-300-dai-bieu-khach-moi-tham-gia-hoi-nghi-tuyen-truyen-pho-bien-phap-luat-ve-thi-hanh-an-hinh-su-tai-cong-dong-va-tai-hoa-nhap-cong-dong-nam-2025.html"
"20719","NINH BÌNH: Ninh Bình ban hành Quy chế phối hợp trong công tác thi hành án hình sự và tái hòa nhập cộng đồng","Bản tin","published","1","screenshot_1762746205.jpeg","/ninh-binh-ninh-binh-ban-hanh-quy-che-phoi-hop-trong-cong-tac-thi-hanh-an-hinh-su-va-tai-hoa-nhap-cong-dong.html"
"20720","NINH BÌNH: Ninh Bình Tạo điều kiện tối đa cho người chấp hành xong án phạt tái hòa nhập cộng đồng","Bản tin","published","1","690e05c108dcb36fd59e5e8c.jpg","/ninh-binh-ninh-binh-tao-dieu-kien-toi-da-cho-nguoi-chap-hanh-xong-an-phat-tai-hoa-nhap-cong-dong.html"
